Chromosome	Physical_Position_Build36(hg18)	Genetic_Map(cM)
chr10	72883095	93.79604444
chr10	72885325	93.79641536
chr10	72885486	93.79643984
chr10	72887467	93.79674123
chr10	72891897	93.79796203
chr10	72892129	93.79799108
chr10	72893806	93.79832514
chr10	72894743	93.79886315
chr10	72895654	93.79912992
chr10	72895683	93.79913566
chr10	72896394	93.80401384
chr10	72896775	93.80654405
chr10	72897745	93.81584244
chr10	72898698	93.81776908
chr10	72900910	93.82257297
chr10	72901348	93.82281941
chr10	72903550	93.82632246
chr10	72905814	93.90065812
chr10	72906410	93.91486038
chr10	72908979	93.97383726
chr10	72910079	93.97924104
chr10	72910367	94.02041623
chr10	72910533	94.02045717
chr10	72910610	94.02047657
chr10	72910948	94.02077189
chr10	72911446	94.0214639
chr10	72912981	94.0329484
chr10	72915978	94.0559295
chr10	72916546	94.05675344
chr10	72917816	94.05714573
chr10	72924713	94.05896086
chr10	72926986	94.05968515
chr10	72930250	94.06078009
chr10	72934276	94.06177092
chr10	72934436	94.06179241
chr10	72934885	94.06190046
chr10	72935525	94.06203473
chr10	72936193	94.06217522
chr10	72936342	94.06219105
chr10	72939302	94.06318309
chr10	72940988	94.0637279
chr10	72941001	94.06372967
chr10	72942919	94.06429319
chr10	72944892	94.06492886
chr10	72948919	94.06680757
chr10	72950320	94.06749977
chr10	72950705	94.06768264
chr10	72950748	94.06768506
chr10	72951744	94.10419557
chr10	72955015	94.20964847
chr10	72955238	94.2097179
chr10	72955369	94.20972583
chr10	72955467	94.20972694
chr10	72955729	94.23979982
chr10	72956296	94.24058261
chr10	72956496	94.24064217
chr10	72960325	94.25140348
chr10	72961172	94.25368434
chr10	72962430	94.25452445
chr10	72962794	94.25468945
chr10	72964263	94.2551353
chr10	72964749	94.25528067
chr10	72965733	94.25550904
chr10	72966265	94.25563654
chr10	72967247	94.25585245
chr10	72967711	94.25595563
chr10	72969259	94.25620607
chr10	72970998	94.25660487
chr10	72971347	94.25669654
chr10	72973657	94.25844149
chr10	72976111	94.3032777
chr10	72977215	94.31566702
chr10	72977259	94.3156692
chr10	72978414	94.31822161
chr10	72978865	94.319166
chr10	72979078	94.31938294
chr10	72979252	94.31967583
chr10	72979535	94.32129979
chr10	72979896	94.32187893
chr10	72981069	94.32806376
chr10	72982127	94.33272307
chr10	72982383	94.33952834
chr10	72982634	94.33955845
chr10	72985946	94.34476422
chr10	72989095	94.34567937
chr10	72989577	94.34599609
chr10	72992635	94.37424947
chr10	72995826	94.38849844
chr10	72996346	94.38895934
chr10	72997411	94.38925527
chr10	72997429	94.38925757
chr10	72997579	94.38928178
chr10	72997827	94.38934552
chr10	72997953	94.38934967
chr10	72998012	94.38935239
chr10	72998061	94.38935926
chr10	72999813	94.38974271
chr10	73000309	94.39026578
chr10	73002134	94.39217608
chr10	73002226	94.39226952
chr10	73002513	94.39251336
chr10	73002859	94.39296463
chr10	73004416	94.39930745
chr10	73005048	94.45143415
chr10	73006666	94.45254381
chr10	73007460	94.45311033
chr10	73009166	94.45393662
chr10	73010773	94.45565598
chr10	73011227	94.45634261
chr10	73012157	94.45929441
chr10	73012518	94.46053174
chr10	73014562	94.56402744
chr10	73014844	94.56756965
chr10	73015070	94.56757024
chr10	73015386	94.56784236
chr10	73016270	94.56828355
chr10	73018097	94.56917254
chr10	73021155	94.57070179
chr10	73021787	94.57124376
chr10	73022225	94.57734831
chr10	73022558	94.57970753
chr10	73022653	94.57973889
chr10	73023432	94.57994187
chr10	73025062	94.58012254
chr10	73025566	94.58019159
chr10	73026841	94.580508
chr10	73026862	94.58050973
chr10	73029534	94.58206027
chr10	73040889	94.58893532
chr10	73047075	94.58970314
chr10	73047169	94.58970802
chr10	73048417	94.58985561
chr10	73050910	94.59045216
chr10	73051503	94.59066413
chr10	73051932	94.59082164
chr10	73056033	94.59216708
chr10	73056827	94.59227983
chr10	73057691	94.59242569
chr10	73062788	94.59282363
chr10	73063004	94.59283274
chr10	73066960	94.59301588
chr10	73074608	94.59337309
chr10	73075960	94.59343419
chr10	73076510	94.59346015
chr10	73076605	94.59346282
chr10	73076642	94.59346354
chr10	73077471	94.59349226
chr10	73078102	94.59350796
chr10	73078224	94.59350852
chr10	73078332	94.59350883
chr10	73078468	94.59350921
chr10	73078550	94.59350944
chr10	73081597	94.59359928
chr10	73082743	94.59364455
chr10	73083561	94.59366479
chr10	73083830	94.59367627
chr10	73084016	94.59367708
chr10	73084108	94.59367742
chr10	73084212	94.59368038
chr10	73084583	94.59373337
chr10	73085122	94.59380243
chr10	73087242	94.59407038
chr10	73089586	94.5942723
chr10	73090744	94.59431941
chr10	73091210	94.59434111
chr10	73091254	94.59434354
chr10	73092290	94.59441042
chr10	73096471	94.59472068
chr10	73098698	94.59507103
chr10	73098764	94.5950777
chr10	73100192	94.5953271
chr10	73101602	94.59557376
chr10	73101623	94.59557605
chr10	73102577	94.59582453
chr10	73104912	94.59633302
chr10	73105506	94.59641338
chr10	73107026	94.59666117
chr10	73108350	94.6018505
chr10	73109107	94.60394617
chr10	73109334	94.60404041
chr10	73109589	94.60816158
chr10	73110058	94.61124824
chr10	73110947	94.64682975
chr10	73115713	94.65590072
chr10	73117287	94.65937714
chr10	73117561	94.65954927
chr10	73121579	94.66672927
chr10	73122633	94.6687734
chr10	73124450	94.70610004
chr10	73124643	94.70610436
chr10	73125207	94.71084959
chr10	73125279	94.71085586
chr10	73125314	94.71085878
chr10	73125827	94.71097117
chr10	73126384	94.71157704
chr10	73126543	94.7116751
chr10	73126561	94.71169058
chr10	73127494	94.71424583
chr10	73127679	94.71474617
chr10	73127923	94.71482811
chr10	73128194	94.71495673
chr10	73131178	94.71624047
chr10	73135039	94.71753242
chr10	73137669	94.71842808
chr10	73139448	94.71880039
chr10	73142888	94.71908562
chr10	73147798	94.71955001
chr10	73151457	94.71987179
chr10	73152726	94.71998091
chr10	73153762	94.7200758
chr10	73153982	94.72008601
chr10	73157023	94.72057393
chr10	73157133	94.72057728
chr10	73159011	94.72583951
chr10	73162085	94.727737
chr10	73163450	94.7284648
chr10	73163531	94.72848543
chr10	73164235	94.72871629
chr10	73167849	94.73071261
chr10	73168916	94.73122181
chr10	73170161	94.74864527
chr10	73170190	94.74871469
chr10	73170355	94.74872263
chr10	73170558	94.74872946
chr10	73170605	94.74873412
chr10	73171380	94.74899749
chr10	73171562	94.7490161
chr10	73172774	94.74931863
chr10	73172998	94.7493425
chr10	73174782	94.74990152
chr10	73176520	94.75063894
chr10	73177651	94.80822209
chr10	73179711	94.83752904
chr10	73180360	94.8423
chr10	73182939	94.85400754
chr10	73184560	94.8604245
chr10	73185109	94.86087442
chr10	73185894	94.90801197
chr10	73186469	94.91133664
chr10	73186859	94.91385377
chr10	73187100	94.91386264
chr10	73187231	94.9139095
chr10	73187526	94.91486217
chr10	73190397	94.92905489
chr10	73190638	94.92910762
chr10	73190834	94.92912233
chr10	73191584	94.93246128
chr10	73192700	94.93541441
chr10	73193717	94.93969183
chr10	73194374	94.94307748
chr10	73195531	94.94681039
chr10	73201075	94.96109575
chr10	73204962	94.96426682
chr10	73205667	94.96457103
chr10	73206195	94.96519901
chr10	73207394	94.96987413
chr10	73207620	94.96991841
chr10	73207984	94.9863096
chr10	73208144	94.98634065
chr10	73208170	94.98634682
chr10	73209936	94.98890477
chr10	73210921	94.98974413
chr10	73211015	94.98978692
chr10	73213459	94.99223445
chr10	73214610	94.99248532
chr10	73214644	94.9924873
chr10	73215191	94.99261053
chr10	73216067	94.99269852
chr10	73216948	94.99295204
chr10	73217137	94.99299965
chr10	73220975	94.99402523
chr10	73225932	94.99499633
chr10	73228892	94.99556015
chr10	73233845	94.99650377
chr10	73236768	94.99694677
chr10	73236902	94.99695862
chr10	73243371	94.99783974
chr10	73245245	94.99809635
chr10	73246313	94.998238
chr10	73247273	94.9983426
chr10	73248509	94.9985215
chr10	73248888	94.99873529
chr10	73249223	94.99884846
chr10	73254432	95.00088899
chr10	73255532	95.0011115
chr10	73256591	95.00255302
chr10	73259424	95.01006696
chr10	73259859	95.01089426
chr10	73261572	95.01138422
chr10	73261800	95.01140475
chr10	73263971	95.01181897
chr10	73264505	95.01191673
chr10	73266370	95.01204067
chr10	73267358	95.01208276
chr10	73267966	95.01209974
chr10	73268895	95.0121222
chr10	73268910	95.01212227
chr10	73270161	95.0121603
chr10	73270226	95.01216183
chr10	73270322	95.01216414
chr10	73271104	95.01219714
chr10	73271251	95.01220355
chr10	73273103	95.01228765
chr10	73275496	95.01241778
chr10	73275837	95.01244353
chr10	73275932	95.01244817
chr10	73279568	95.01284704
chr10	73281922	95.01348892
chr10	73282283	95.01469618
chr10	73287762	95.02266715
chr10	73289434	95.02396554
chr10	73293283	95.02480391
chr10	73296229	95.02529061
chr10	73307232	95.03024343
chr10	73311912	95.05634356
chr10	73312908	95.05663007
chr10	73321663	95.05888613
chr10	73323873	95.05941635
chr10	73325182	95.05971154
chr10	73326487	95.0599912
chr10	73326988	95.06010307
chr10	73332187	95.0691657
chr10	73333278	95.07095468
chr10	73334124	95.07326968
chr10	73337354	95.07469063
chr10	73337541	95.07472778
chr10	73337578	95.07473164
chr10	73339711	95.07532488
chr10	73342717	95.07600708
chr10	73343120	95.07608246
chr10	73345235	95.07642269
chr10	73346187	95.07658337
chr10	73349651	95.07747565
chr10	73350388	95.07779117
chr10	73350399	95.07779148
chr10	73352177	95.07867558
chr10	73352186	95.07867811
chr10	73356881	95.09257517
chr10	73357055	95.09258017
chr10	73360577	95.09610982
chr10	73360937	95.0962083
chr10	73361574	95.09632956
chr10	73363734	95.09814949
chr10	73366617	95.10004064
chr10	73369151	95.10169089
chr10	73376260	95.16187968
chr10	73377106	95.16229189
chr10	73377806	95.1625214
chr10	73378106	95.16262093
chr10	73378272	95.16264559
chr10	73379366	95.16289435
chr10	73379727	95.1629687
chr10	73379996	95.16302031
chr10	73380644	95.16312773
chr10	73380802	95.16314179
chr10	73380891	95.16314976
chr10	73384493	95.16375972
chr10	73387921	95.16434168
chr10	73392029	95.16532544
chr10	73392355	95.16548905
chr10	73394763	95.17057564
chr10	73398425	95.17737302
chr10	73399234	95.17905386
chr10	73399504	95.179466
chr10	73399644	95.17947011
chr10	73399656	95.17947047
chr10	73399758	95.17948559
chr10	73399812	95.1794935
chr10	73400079	95.1981348
chr10	73401448	95.23905713
chr10	73401591	95.23907511
chr10	73401619	95.23907644
chr10	73401657	95.2390781
chr10	73402671	95.23928955
chr10	73405725	95.23998898
chr10	73405870	95.24001601
chr10	73406049	95.24004324
chr10	73406396	95.24063502
chr10	73409267	95.2457823
chr10	73410619	95.25231722
chr10	73410843	95.25232907
chr10	73411712	95.25275206
chr10	73414476	95.25387433
chr10	73414572	95.25387962
chr10	73414845	95.25392077
chr10	73414993	95.25392882
chr10	73415360	95.25396919
chr10	73415482	95.25397341
chr10	73415605	95.25398231
chr10	73416271	95.25414957
chr10	73417597	95.25450956
chr10	73425784	95.25674733
chr10	73429896	95.25783226
chr10	73431021	95.27064831
chr10	73431729	95.27107177
chr10	73432668	95.27158153
chr10	73433034	95.2717632
chr10	73434515	95.27200188
chr10	73436001	95.27246607
chr10	73439549	95.27422545
chr10	73439596	95.27422872
chr10	73440079	95.27435261
chr10	73440123	95.27435681
chr10	73440134	95.27435782
chr10	73440657	95.2744424
chr10	73441541	95.27467504
chr10	73441712	95.27471109
chr10	73441790	95.27472741
chr10	73442020	95.27477491
chr10	73442342	95.27485792
chr10	73442576	95.27490603
chr10	73442768	95.27494632
chr10	73443005	95.27499704
chr10	73443020	95.27499796
chr10	73445713	95.27997952
chr10	73446881	95.28094798
chr10	73446949	95.28096756
chr10	73448273	95.28339824
chr10	73450107	95.28407685
chr10	73454797	95.28765539
chr10	73456313	95.28790334
chr10	73460825	95.28871766
chr10	73462274	95.29107323
chr10	73467263	95.30392527
chr10	73469828	95.31552493
chr10	73471131	95.31901705
chr10	73471441	95.31951161
chr10	73473041	95.32179809
chr10	73475405	95.32294024
chr10	73476576	95.32339336
chr10	73476590	95.32339675
chr10	73476794	95.32339693
chr10	73476915	95.3234167
chr10	73478473	95.32370363
chr10	73479947	95.32397753
chr10	73480408	95.32406766
chr10	73480571	95.32407034
chr10	73480676	95.32409267
chr10	73482482	95.32460955
chr10	73484933	95.32533268
chr10	73485932	95.32565139
chr10	73487305	95.32601532
chr10	73489052	95.32607356
chr10	73490007	95.32634739
chr10	73490402	95.32644464
chr10	73490628	95.32644877
chr10	73490917	95.32645617
chr10	73491639	95.32647473
chr10	73492249	95.32649604
chr10	73492267	95.3264964
chr10	73492349	95.32649788
chr10	73492861	95.32651125
chr10	73493025	95.32651531
chr10	73493108	95.32651762
chr10	73493746	95.3265332
chr10	73494176	95.32655376
chr10	73495658	95.3266403
chr10	73495958	95.32667128
chr10	73496781	95.33037246
chr10	73498754	95.34288948
chr10	73502865	95.34878517
chr10	73507426	95.35165708
chr10	73515890	95.38509174
chr10	73519478	95.38596975
chr10	73519537	95.38597371
chr10	73519645	95.38598101
chr10	73519758	95.38598865
chr10	73526660	95.39337002
chr10	73526990	95.39366067
chr10	73528460	95.39678289
chr10	73528555	95.39678426
chr10	73532038	95.39741614
chr10	73533387	95.39770353
chr10	73535748	95.39813492
chr10	73537460	95.39839804
chr10	73539669	95.39875427
chr10	73545068	95.3995101
chr10	73545567	95.3995257
chr10	73550680	95.39966576
chr10	73554701	95.39977515
chr10	73556312	95.39981895
chr10	73558400	95.39989229
chr10	73565393	95.40012734
chr10	73570575	95.40023856
chr10	73573341	95.40030627
chr10	73576156	95.40037132
chr10	73578214	95.40040751
chr10	73585449	95.40056789
chr10	73591601	95.40077167
chr10	73596728	95.40093059
chr10	73603705	95.40127587
chr10	73608572	95.4014714
chr10	73610497	95.40177982
chr10	73616594	95.40205398
chr10	73619714	95.40216128
chr10	73623267	95.40227211
chr10	73630024	95.40248282
chr10	73630573	95.40249931
chr10	73634595	95.40265835
chr10	73636819	95.40276632
chr10	73640457	95.40293579
chr10	73642963	95.40306651
chr10	73648734	95.4032847
chr10	73652734	95.40344154
chr10	73657898	95.40365509
chr10	73658270	95.40371724
chr10	73659190	95.40400742
chr10	73660230	95.40436662
chr10	73660805	95.40481385
chr10	73666540	95.41174165
chr10	73669290	95.41197913
chr10	73672570	95.41224037
chr10	73673728	95.41265549
chr10	73674748	95.41280894
chr10	73678839	95.43547736
chr10	73680791	95.4369958
chr10	73681993	95.43704899
chr10	73686898	95.43728382
chr10	73690050	95.43737731
chr10	73691564	95.43748889
chr10	73695373	95.43807193
chr10	73695518	95.43807642
chr10	73701214	95.44156475
chr10	73702372	95.4416466
chr10	73705303	95.44187414
chr10	73705722	95.44188602
chr10	73706435	95.44190525
chr10	73707199	95.44192432
chr10	73708187	95.44194836
chr10	73710040	95.4419932
chr10	73715923	95.44213407
chr10	73716218	95.44215669
chr10	73716376	95.44216789
chr10	73723319	95.45202204
chr10	73729024	95.45345965
chr10	73738702	95.45567144
chr10	73738984	95.45576079
chr10	73742142	95.45813888
chr10	73747399	95.45928693
chr10	73753433	95.46045814
chr10	73759370	95.46229941
chr10	73760192	95.46236609
chr10	73763658	95.46264207
chr10	73764671	95.46271406
chr10	73766384	95.46284021
chr10	73770285	95.46311841
chr10	73770817	95.46316908
chr10	73779298	95.46396489
chr10	73779465	95.46396896
chr10	73782192	95.46411913
chr10	73782285	95.46412174
chr10	73782863	95.4641579
chr10	73783339	95.46418103
chr10	73790252	95.46465139
chr10	73794346	95.46504346
chr10	73797859	95.4653974
chr10	73798396	95.46547151
chr10	73805241	95.46629026
chr10	73805702	95.46812353
chr10	73806703	95.469786
chr10	73808495	95.47156852
chr10	73809206	95.47190676
chr10	73810605	95.47241831
chr10	73811045	95.47253432
chr10	73811858	95.4725572
chr10	73813143	95.4732534
chr10	73816938	95.47614916
chr10	73817406	95.47632959
chr10	73817744	95.47633875
chr10	73818136	95.47634944
chr10	73819793	95.47639984
chr10	73819863	95.47640046
chr10	73821580	95.47643106
chr10	73821891	95.47644111
chr10	73823284	95.47647912
chr10	73823309	95.47647924
chr10	73832210	95.47687497
chr10	73837438	95.47707862
chr10	73839878	95.47717242
chr10	73841422	95.47720399
chr10	73841644	95.47720572
chr10	73843870	95.47725167
chr10	73845421	95.47728371
chr10	73845889	95.4772916
chr10	73845920	95.47729185
chr10	73846102	95.47729337
chr10	73847234	95.47731657
chr10	73848683	95.47734787
chr10	73849077	95.47736654
chr10	73851374	95.47748058
chr10	73851763	95.47801863
chr10	73852406	95.47803346
chr10	73853257	95.47805709
chr10	73854406	95.4780799
chr10	73855150	95.47808945
chr10	73855644	95.4780966
chr10	73860278	95.47817374
chr10	73863545	95.478225
chr10	73863903	95.47823051
chr10	73876582	95.47842347
chr10	73876868	95.47842601
chr10	73879493	95.4784512
chr10	73879682	95.47845229
chr10	73880245	95.47845699
chr10	73880302	95.47845746
chr10	73882746	95.47847845
chr10	73888344	95.47852745
chr10	73889603	95.47853941
chr10	73894447	95.47858487
chr10	73894653	95.47858634
chr10	73895227	95.47859221
chr10	73897897	95.478623
chr10	73901624	95.47867711
chr10	73904823	95.4787352
chr10	73908460	95.47877065
chr10	73910543	95.47878865
chr10	73911125	95.47879359
chr10	73911530	95.47879713
chr10	73913082	95.47881085
chr10	73919358	95.4788644
chr10	73920768	95.47887672
chr10	73920978	95.47887834
chr10	73921144	95.47887986
chr10	73924611	95.47890802
chr10	73926036	95.47934023
chr10	73932298	95.48119703
chr10	73932359	95.48121215
chr10	73932561	95.48121367
chr10	73937365	95.48129232
chr10	73938874	95.48131597
chr10	73939797	95.48132784
chr10	73946799	95.48140132
chr10	73949260	95.48142783
chr10	73949483	95.48142925
chr10	73950773	95.4814397
chr10	73953063	95.48146165
chr10	73955305	95.48147459
chr10	73961137	95.48150419
chr10	73963897	95.48151786
chr10	73965577	95.48152585
chr10	73965987	95.48152782
chr10	73967982	95.48153768
chr10	73971731	95.48155451
chr10	73972174	95.48155735
chr10	73974281	95.48156647
chr10	73974796	95.48156866
chr10	73974904	95.48156905
chr10	73976170	95.48157377
chr10	73977523	95.48158022
chr10	73978810	95.48158454
chr10	73979725	95.48158854
chr10	73980657	95.48159248
chr10	73982278	95.4815988
chr10	73984302	95.48160814
chr10	73987715	95.48162324
chr10	73987858	95.48162386
chr10	73987934	95.48162412
chr10	73990195	95.48163357
chr10	73991227	95.48163843
chr10	73997663	95.48167747
chr10	74000032	95.48168885
chr10	74002478	95.48170085
chr10	74004764	95.48171093
chr10	74013372	95.48175125
chr10	74017725	95.48177316
chr10	74019919	95.48178672
chr10	74022501	95.48180179
chr10	74024854	95.48181531
chr10	74025594	95.48181928
chr10	74027923	95.48183274
chr10	74029703	95.48184208
chr10	74032361	95.48185712
chr10	74034491	95.48186798
chr10	74034778	95.48187023
chr10	74041900	95.48191007
chr10	74044435	95.48192326
chr10	74049746	95.48195263
chr10	74050700	95.48197133
chr10	74056306	95.48210716
chr10	74057204	95.48212631
chr10	74060500	95.48220708
chr10	74067938	95.48240738
chr10	74068705	95.48242614
chr10	74084522	95.48286196
chr10	74100601	95.48374268
chr10	74103632	95.48375923
chr10	74112264	95.48380403
chr10	74120325	95.48384604
chr10	74121201	95.48384922
chr10	74121491	95.48385042
chr10	74124089	95.48386003
chr10	74130232	95.48388306
chr10	74133869	95.48389719
chr10	74134144	95.48389843
chr10	74150282	95.48396161
chr10	74154120	95.48397603
chr10	74155715	95.48398256
chr10	74156324	95.48398487
chr10	74160029	95.4839993
chr10	74161815	95.48400989
chr10	74163481	95.48401669
chr10	74168706	95.4840413
chr10	74171940	95.48405804
chr10	74182733	95.48411575
chr10	74184621	95.48412264
chr10	74184905	95.48412458
chr10	74192290	95.48416441
chr10	74192500	95.48416476
chr10	74198338	95.48419886
chr10	74200213	95.48420919
chr10	74200344	95.48420959
chr10	74209540	95.4842517
chr10	74211521	95.48426135
chr10	74217039	95.48428792
chr10	74217885	95.48429147
chr10	74220004	95.48430038
chr10	74237065	95.48437428
chr10	74237975	95.48437864
chr10	74238077	95.48437897
chr10	74238359	95.48438107
chr10	74239772	95.48439058
chr10	74239803	95.48439066
chr10	74240919	95.48439815
chr10	74244069	95.48442619
chr10	74244708	95.48442878
chr10	74245234	95.48443052
chr10	74245360	95.48443097
chr10	74246837	95.48443726
chr10	74246887	95.48443745
chr10	74251540	95.48446153
chr10	74253788	95.48447194
chr10	74254320	95.48447465
chr10	74256251	95.48448337
chr10	74257851	95.48449143
chr10	74258116	95.48449299
chr10	74262190	95.48451457
chr10	74262330	95.48451558
chr10	74265011	95.48454009
chr10	74269038	95.4845869
chr10	74276267	95.48500032
chr10	74281246	95.48551663
chr10	74281998	95.48557916
chr10	74283275	95.48568046
chr10	74288020	95.48607668
chr10	74289779	95.48623886
chr10	74302662	95.4874672
chr10	74304546	95.48764162
chr10	74307604	95.48790668
chr10	74307820	95.48790829
chr10	74309223	95.48804812
chr10	74311456	95.48815375
chr10	74317830	95.48840481
chr10	74318642	95.48843875
chr10	74321142	95.48854449
chr10	74322877	95.48862409
chr10	74324760	95.48871855
chr10	74331047	95.48877714
chr10	74332110	95.48878665
chr10	74334813	95.48977744
chr10	74335472	95.48998242
chr10	74336071	95.49014303
chr10	74341617	95.49127871
chr10	74342405	95.49145099
chr10	74344303	95.49242464
chr10	74345923	95.49336425
chr10	74354307	95.4982227
chr10	74354423	95.49824098
chr10	74357814	95.49839594
chr10	74360627	95.50040844
chr10	74365293	95.50234803
chr10	74382866	95.51021563
chr10	74383141	95.51041867
chr10	74384183	95.51117226
chr10	74384777	95.51132055
chr10	74385977	95.51147921
chr10	74401604	95.55535788
chr10	74411187	95.55832569
chr10	74416452	95.56451225
chr10	74417388	95.56466526
chr10	74420848	95.56523535
chr10	74427256	95.56604633
chr10	74428460	95.56614973
chr10	74429877	95.56625574
chr10	74430114	95.56628802
chr10	74432554	95.5666126
chr10	74433313	95.56672028
chr10	74434080	95.56681519
chr10	74436875	95.56702303
chr10	74443055	95.56726724
chr10	74446563	95.56739921
chr10	74446787	95.56740254
chr10	74460386	95.56940633
chr10	74462172	95.56947043
chr10	74462469	95.56948215
chr10	74466669	95.56964922
chr10	74472102	95.5698696
chr10	74478051	95.57011422
chr10	74489027	95.57057816
chr10	74489857	95.5706161
chr10	74492672	95.57073364
chr10	74499314	95.57099843
chr10	74502608	95.57112946
chr10	74506792	95.57129049
chr10	74510981	95.57145215
chr10	74512432	95.57150619
chr10	74517640	95.57172314
chr10	74519332	95.57179483
chr10	74528776	95.57229335
chr10	74528868	95.57229453
chr10	74534394	95.57286066
chr10	74539797	95.57307611
chr10	74540513	95.5731057
chr10	74544268	95.57325464
chr10	74549380	95.57332245
chr10	74553223	95.57337541
chr10	74555836	95.57340995
chr10	74555926	95.57341057
chr10	74556049	95.57341108
chr10	74560327	95.57346708
chr10	74563424	95.57350754
chr10	74564264	95.57351893
chr10	74564381	95.57351973
chr10	74567822	95.57356049
chr10	74568731	95.5735706
chr10	74569746	95.57358436
chr10	74570127	95.5735928
chr10	74576310	95.57366608
chr10	74582010	95.57373935
chr10	74586008	95.57378892
chr10	74593568	95.57388735
chr10	74597490	95.57393161
chr10	74610087	95.57409993
chr10	74633276	95.57445517
chr10	74638570	95.57453147
chr10	74647787	95.57466165
chr10	74653296	95.57473243
chr10	74657184	95.57478341
chr10	74657400	95.57478518
chr10	74659456	95.57481353
chr10	74662620	95.57485698
chr10	74664519	95.57488371
chr10	74665833	95.57490107
chr10	74668999	95.57495038
chr10	74670704	95.5749767
chr10	74670943	95.5749786
chr10	74672533	95.57500322
chr10	74675426	95.57504815
chr10	74677594	95.57507066
chr10	74678567	95.57508148
chr10	74681767	95.57512071
chr10	74682472	95.57512985
chr10	74686858	95.57518648
chr10	74697968	95.57532833
chr10	74702936	95.57539185
chr10	74705263	95.57542157
chr10	74708005	95.57546444
chr10	74714843	95.57557082
chr10	74719004	95.57563328
chr10	74726743	95.5757533
chr10	74726869	95.57575403
chr10	74728363	95.5757781
chr10	74734573	95.57587962
chr10	74735532	95.57589527
chr10	74746510	95.57604471
chr10	74751407	95.57611179
chr10	74759383	95.57621782
chr10	74759784	95.57622308
chr10	74765259	95.576296
chr10	74765355	95.57629655
chr10	74771503	95.57637957
chr10	74771696	95.5763823
chr10	74778152	95.57647182
chr10	74786677	95.57658385
chr10	74789905	95.57662443
chr10	74801551	95.57675209
chr10	74803899	95.5767836
chr10	74805452	95.5768048
chr10	74806089	95.57681306
chr10	74808697	95.57684919
chr10	74812913	95.5769064
chr10	74814920	95.57693532
chr10	74816817	95.57696065
chr10	74817585	95.57697159
chr10	74818122	95.5769797
chr10	74818582	95.57698521
chr10	74820190	95.57700729
chr10	74820571	95.57701208
chr10	74826003	95.57708809
chr10	74826042	95.5770883
chr10	74829100	95.57713125
chr10	74832930	95.57718431
chr10	74837652	95.57725269
chr10	74845022	95.57735747
chr10	74848921	95.57741292
chr10	74849626	95.57742378
chr10	74850202	95.57743023
chr10	74854450	95.57748873
chr10	74859550	95.57755767
chr10	74859592	95.57755802
chr10	74867057	95.57766624
chr10	74873512	95.57801262
chr10	74874743	95.57807908
chr10	74876384	95.57816879
chr10	74877493	95.57823789
chr10	74878961	95.57831591
chr10	74883522	95.578568
chr10	74897795	95.57939769
chr10	74903000	95.57968935
chr10	74904832	95.579786
chr10	74909983	95.58003729
chr10	74911424	95.58012224
chr10	74915258	95.58031344
chr10	74918667	95.58048351
chr10	74919617	95.58053084
chr10	74921325	95.58062331
chr10	74924497	95.58079599
chr10	74926430	95.58090053
chr10	74926442	95.58090073
chr10	74926607	95.5809023
chr10	74930189	95.58110964
chr10	74931471	95.58119503
chr10	74933335	95.58131075
chr10	74935142	95.58143186
chr10	74946499	95.58219257
chr10	74953235	95.58264494
chr10	74955843	95.58281896
chr10	74956812	95.58288349
chr10	74960717	95.58318267
chr10	74961876	95.58327767
chr10	74965264	95.58353086
chr10	74966985	95.58365896
chr10	74971000	95.58394793
chr10	74973600	95.58416698
chr10	74974871	95.58427636
chr10	74975136	95.58429572
chr10	74975791	95.58435537
chr10	74983238	95.58551084
chr10	74985211	95.58603897
chr10	74985500	95.58610195
chr10	74994909	95.5885725
chr10	75000280	95.58972513
chr10	75003198	95.59006901
chr10	75013817	95.59089845
chr10	75014180	95.59092801
chr10	75014767	95.59097465
chr10	75016244	95.59109338
chr10	75021033	95.59148397
chr10	75021548	95.59152597
chr10	75031795	95.59239354
chr10	75032802	95.59253807
chr10	75054988	95.59576992
chr10	75057352	95.59651559
chr10	75061184	95.59782391
chr10	75061223	95.59783912
chr10	75069213	95.67307466
chr10	75072794	95.7036719
chr10	75076147	95.71276106
chr10	75077655	95.71420641
chr10	75079883	95.71801628
chr10	75079973	95.71801983
chr10	75080058	95.71802432
chr10	75081204	95.74275723
chr10	75081260	95.74276469
chr10	75082559	95.74301131
chr10	75086795	95.74327194
chr10	75091818	95.74363936
chr10	75094180	95.74378151
chr10	75102866	95.74461084
chr10	75147304	95.74864597
chr10	75148165	95.74868137
chr10	75152967	95.74883671
chr10	75157087	95.74896956
chr10	75173698	95.74942503
chr10	75173713	95.74942522
chr10	75174519	95.74944327
chr10	75176680	95.74949125
chr10	75176870	95.74949367
chr10	75182433	95.74961598
chr10	75182803	95.74962432
chr10	75189328	95.7497726
chr10	75191257	95.74981438
chr10	75192410	95.74983933
chr10	75194464	95.74988422
chr10	75194646	95.74988758
chr10	75194808	95.74989086
chr10	75196005	95.749915
chr10	75197714	95.74995212
chr10	75198136	95.74995935
chr10	75200968	95.75001403
chr10	75203454	95.75005955
chr10	75203994	95.75006996
chr10	75204121	95.75007115
chr10	75204494	95.75007849
chr10	75209818	95.75028575
chr10	75215257	95.75048276
chr10	75218032	95.75053359
chr10	75219922	95.75056875
chr10	75228873	95.75072148
